word,count
throw,3
lips,1
pet,1
paris,2
prize,1
sending,2
encouraged,1
december,1
tiny,4
holiday,1
calmly,1
indignant,1
none,4
uglify,1
